      [(0, 0): R=000, G=000, B=000
       (58, 17): R=000, G=202, B=197
       (59, 17): R=000, G=246, B=240
       (60, 17): R=000, G=252, B=243
       (61, 17): R=000, G=254, B=249
       (62, 17): R=252, G=253, B=000
       (63, 17): R=252, G=253, B=000
       (64, 17): R=000, G=000, B=000
       (65, 17): R=000, G=000, B=000
       (66, 17): R=000, G=000, B=000
       (67, 17): R=000, G=000, B=000
       (68, 17): R=000, G=000, B=000
       (69, 17): R=000, G=000, B=000
       (70, 17): R=000, G=000, B=000
       (71, 17): R=000, G=000, B=000
       (72, 17): R=000, G=000, B=000
       (73, 17): R=000, G=000, B=000
       (74, 17): R=254, G=254, B=254
       (75, 17): R=000, G=000, B=000
       (76, 17): R=000, G=000, B=000
       (77, 17): R=000, G=000, B=000
       (78, 17): R=000, G=000, B=000
       (79, 17): R=224, G=224, B=224
       (80, 17): R=185, G=185, B=185
       (81, 17): R=000, G=000, B=000
       (82, 17): R=000, G=000, B=000
       (0, 18): R=000, G=000, B=000
       (1, 18): R=254, G=254, B=254
       (2, 18): R=186, G=186, B=186
       (3, 18): R=223, G=223, B=223
       (4, 18): R=000, G=000, B=000
       (5, 18): R=000, G=000, B=000
       (6, 18): R=000, G=000, B=000
       (7, 18): R=000, G=000, B=000
       (8, 18): R=000, G=000, B=000
       (9, 18): R=000, G=000, B=000
       (10, 18): R=000, G=000, B=000
       (11, 18): R=000, G=000, B=000
       (12, 18): R=000, G=000, B=000
       (13, 18): R=000, G=000, B=000
       (14, 18): R=000, G=000, B=000
       (15, 18): R=000, G=000, B=000
       (16, 18): R=000, G=000, B=253
       (17, 18): R=000, G=253, B=254
       (18, 18): R=000, G=253, B=000
       (19, 18): R=000, G=253, B=000
       (20, 18): R=253, G=254, B=000
       (21, 18): R=250, G=000, B=254
       (22, 18): R=251, G=000, B=251
       (23, 18): R=000, G=245, B=239
       (24, 18): R=000, G=141, B=141
       (25, 18): R=197, G=19, B=17
       (26, 18): R=240, G=24, B=13
       (27, 18): R=253, G=20, B=5
       (28, 18): R=250, G=19, B=3
       (29, 18): R=252, G=21, B=3
       (30, 18): R=249, G=20, B=0
       (31, 18): R=250, G=21, B=0
       (32, 18): R=251, G=20, B=2
       (33, 18): R=251, G=20, B=2
       (34, 18): R=251, G=20, B=2
       (35, 18): R=251, G=20, B=2
       (36, 18): R=251, G=20, B=2
       (37, 18): R=251, G=20, B=2
       (38, 18): R=251, G=20, B=2
       (39, 18): R=251, G=20, B=2
       (40, 18): R=251, G=20, B=2
       (41, 18): R=251, G=20, B=2
       (42, 18): R=251, G=20, B=2
       (43, 18): R=251, G=20, B=2
       (44, 18): R=251, G=20, B=2
       (45, 18): R=251, G=20, B=2
       (46, 18): R=251, G=20, B=2
       (47, 18): R=251, G=20, B=2
       (48, 18): R=251, G=20, B=2
       (49, 18): R=251, G=20, B=2
       (50, 18): R=252, G=19, B=2
       (51, 18): R=251, G=20, B=2
       (52, 18): R=250, G=20, B=4
       (53, 18): R=250, G=20, B=5
       (54, 18): R=251, G=20, B=4
       (55, 18): R=251, G=19, B=5
       (56, 18): R=251, G=19, B=7
       (57, 18): R=223, G=30, B=21
       (58, 18): R=182, G=64, B=60
       (59, 18): R=000, G=238, B=234
       (60, 18): R=000, G=249, B=244
       (61, 18): R=000, G=000, B=251
       (62, 18): R=253, G=251, B=254
       (63, 18): R=000, G=254, B=000
       (64, 18): R=000, G=000, B=000
       (65, 18): R=000, G=000, B=000
       (66, 18): R=000, G=000, B=000
       (67, 18): R=000, G=000, B=000
       (68, 18): R=000, G=000, B=000
       (69, 18): R=000, G=000, B=000
       (70, 18): R=000, G=000, B=000
       (71, 18): R=000, G=000, B=000
       (72, 18): R=000, G=000, B=000
       (73, 18): R=000, G=000, B=000
       (74, 18): R=254, G=254, B=254
       (75, 18): R=000, G=000, B=000
       (76, 18): R=000, G=000, B=000
       (77, 18): R=000, G=000, B=000
       (78, 18): R=000, G=000, B=000
       (79, 18): R=224, G=224, B=224
       (80, 18): R=185, G=185, B=185
       (81, 18): R=000, G=000, B=000
       (82, 18): R=000, G=000, B=000
       (0, 19): R=000, G=000, B=000
       (1, 19): R=254, G=254, B=254
       (2, 19): R=186, G=186, B=186
       (3, 19): R=223, G=223, B=223
       (4, 19): R=000, G=000, B=000
       (5, 19): R=000, G=000, B=000
       (6, 19): R=000, G=000, B=000
       (7, 19): R=000, G=000, B=000
       (8, 19): R=000, G=000, B=000
       (9, 19): R=000, G=000, B=000
       (10, 19): R=000, G=000, B=000
       (11, 19): R=000, G=000, B=000
       (12, 19): R=000, G=000, B=000
       (13, 19): R=000, G=000, B=000
       (14, 19): R=000, G=000, B=000
       (15, 19): R=000, G=000, B=000
       (16, 19): R=000, G=254, B=252
       (17, 19): R=000, G=000, B=253
       (18, 19): R=000, G=252, B=253
       (19, 19): R=000, G=254, B=000
       (20, 19): R=252, G=000, B=000
       (21, 19): R=251, G=252, B=254
       (22, 19): R=000, G=253, B=250
       (23, 19): R=000, G=234, B=232
       (24, 19): R=196, G=38, B=39
       (25, 19): R=241, G=26, B=24
       (26, 19): R=248, G=17, B=9
       (27, 19): R=251, G=18, B=3
       (28, 19): R=253, G=23, B=7
       (29, 19): R=249, G=22, B=3
       (30, 19): R=251, G=22, B=3
       (31, 19): R=251, G=20, B=2
       (32, 19): R=251, G=20, B=2
       (33, 19): R=251, G=20, B=2
       (34, 19): R=251, G=20, B=2
       (35, 19): R=251, G=20, B=2
       (36, 19): R=251, G=20, B=2
       (37, 19): R=251, G=20, B=2
       (38, 19): R=251, G=20, B=2
       (39, 19): R=251, G=20, B=2
       (40, 19): R=251, G=20, B=2
       (41, 19): R=251, G=20, B=2
       (42, 19): R=251, G=20, B=2
       (43, 19): R=251, G=20, B=2
       (44, 19): R=251, G=20, B=2
       (45, 19): R=251, G=20, B=2
       (46, 19): R=251, G=20, B=2
       (47, 19): R=251, G=20, B=2
       (48, 19): R=251, G=20, B=2
       (49, 19): R=251, G=20, B=2
       (50, 19): R=252, G=19, B=2
       (51, 19): R=251, G=20, B=2
       (52, 19): R=248, G=21, B=2
       (53, 19): R=247, G=22, B=4
       (54, 19): R=251, G=19, B=5
       (55, 19): R=252, G=19, B=5
       (56, 19): R=252, G=18, B=7
       (57, 19): R=232, G=24, B=14
       (58, 19): R=180, G=22, B=19
       (59, 19): R=000, G=185, B=184
       (60, 19): R=000, G=246, B=243
       (61, 19): R=254, G=253, B=251
       (62, 19): R=000, G=252, B=000
       (63, 19): R=000, G=253, B=000
       (64, 19): R=000, G=254, B=000
       (65, 19): R=000, G=000, B=000
       (66, 19): R=000, G=000, B=000
       (67, 19): R=000, G=000, B=000
       (68, 19): R=000, G=000, B=000
       (69, 19): R=000, G=000, B=000
       (70, 19): R=000, G=000, B=000
       (71, 19): R=000, G=000, B=000
       (72, 19): R=000, G=000, B=000
       (73, 19): R=000, G=000, B=000
       (74, 19): R=254, G=254, B=254
       (75, 19): R=000, G=000, B=000
       (76, 19): R=000, G=000, B=000
       (77, 19): R=000, G=000, B=000
       (78, 19): R=000, G=000, B=000
       (79, 19): R=224, G=224, B=224
       (80, 19): R=185, G=185, B=185
       (81, 19): R=000, G=000, B=000
       (82, 19): R=000, G=000, B=000
       (0, 20): R=000, G=000, B=000
       (1, 20): R=254, G=254, B=254
       (2, 20): R=186, G=186, B=186
       (3, 20): R=223, G=223, B=223
       (4, 20): R=000, G=000, B=000
       (5, 20): R=000, G=000, B=000
       (6, 20): R=000, G=000, B=000
       (7, 20): R=000, G=000, B=000
       (8, 20): R=000, G=000, B=000
       (9, 20): R=000, G=000, B=000
       (10, 20): R=000, G=000, B=000
       (11, 20): R=000, G=000, B=000
       (12, 20): R=000, G=000, B=000
       (13, 20): R=000, G=000, B=000
       (14, 20): R=000, G=000, B=000
       (15, 20): R=000, G=000, B=000
       (16, 20): R=000, G=000, B=253
       (17, 20): R=000, G=000, B=253
       (18, 20): R=253, G=253, B=251
       (19, 20): R=254, G=000, B=000
       (20, 20): R=250, G=254, B=000
       (21, 20): R=000, G=251, B=000
       (22, 20): R=000, G=246, B=248
       (23, 20): R=000, G=180, B=180
       (24, 20): R=205, G=15, B=15
       (25, 20): R=249, G=12, B=6
       (26, 20): R=254, G=18, B=7
       (27, 20): R=250, G=19, B=3
       (28, 20): R=246, G=21, B=1
       (29, 20): R=249, G=24, B=4
       (30, 20): R=248, G=17, B=0
       (31, 20): R=254, G=21, B=4
       (32, 20): R=252, G=19, B=2
       (33, 20): R=251, G=20, B=2
       (34, 20): R=251, G=20, B=2
       (35, 20): R=251, G=20, B=2
       (36, 20): R=251, G=20, B=2
       (37, 20): R=251, G=20, B=2
       (38, 20): R=251, G=20, B=2
       (39, 20): R=251, G=20, B=2
       (40, 20): R=251, G=20, B=2
       (41, 20): R=251, G=20, B=2
       (42, 20): R=251, G=20, B=2
       (43, 20): R=251, G=20, B=2
       (44, 20): R=251, G=20, B=2
       (45, 20): R=251, G=20, B=2
       (46, 20): R=251, G=20, B=2
       (47, 20): R=251, G=20, B=2
       (48, 20): R=250, G=20, B=4
       (49, 20): R=251, G=20, B=2
       (50, 20): R=252, G=19, B=2
       (51, 20): R=251, G=20, B=0
       (52, 20): R=247, G=22, B=0
       (53, 20): R=245, G=23, B=2
       (54, 20): R=250, G=20, B=5
       (55, 20): R=252, G=18, B=7
       (56, 20): R=250, G=17, B=3
       (57, 20): R=240, G=17, B=9
       (58, 20): R=222, G=27, B=21
       (59, 20): R=233, G=98, B=95
       (60, 20): R=000, G=239, B=238
       (61, 20): R=000, G=253, B=254
       (62, 20): R=000, G=253, B=000
       (63, 20): R=000, G=251, B=253
       (64, 20): R=000, G=254, B=000
       (65, 20): R=000, G=000, B=000
       (66, 20): R=000, G=000, B=000
       (67, 20): R=000, G=000, B=000
       (68, 20): R=000, G=000, B=000
       (69, 20): R=000, G=000, B=000
       (70, 20): R=000, G=000, B=000
       (71, 20): R=000, G=000, B=000
       (72, 20): R=000, G=000, B=000
       (73, 20): R=000, G=000, B=000
       (74, 20): R=254, G=254, B=254
       (75, 20): R=000, G=000, B=000
       (76, 20): R=000, G=000, B=000
       (77, 20): R=000, G=000, B=000
       (78, 20): R=000, G=000, B=000
       (79, 20): R=224, G=224, B=224
       (80, 20): R=185, G=185, B=185
       (81, 20): R=000, G=000, B=000
       (82, 20): R=000, G=000, B=000
       (0, 21): R=000, G=000, B=000
       (1, 21): R=254, G=254, B=254
       (2, 21): R=186, G=186, B=186
       (3, 21): R=223, G=223, B=223
       (4, 21): R=000, G=000, B=000
       (5, 21): R=000, G=000, B=000
       (6, 21): R=000, G=000, B=000
       (7, 21): R=000, G=000, B=000
       (8, 21): R=000, G=000, B=000
       (9, 21): R=000, G=000, B=000
       (10, 21): R=000, G=000, B=000
       (11, 21): R=000, G=000, B=000
       (12, 21): R=000, G=000, B=000
       (13, 21): R=000, G=000, B=000
       (14, 21): R=000, G=000, B=000
       (15, 21): R=000, G=000, B=000
       (16, 21): R=254, G=000, B=253
       (17, 21): R=251, G=253, B=248
       (18, 21): R=254, G=000, B=253
       (19, 21): R=254, G=000, B=000
       (20, 21): R=246, G=250, B=253
       (21, 21): R=000, G=249, B=000
       (22, 21): R=000, G=238, B=243
       (23, 21): R=219, G=103, B=104
       (24, 21): R=225, G=22, B=16
       (25, 21): R=000, G=22, B=10
       (26, 21): R=251, G=15, B=1
       (27, 21): R=252, G=22, B=6
       (28, 21): R=245, G=20, B=0
       (29, 21): R=251, G=24, B=5
       (30, 21): R=249, G=16, B=1
       (31, 21): R=253, G=17, B=3
       (32, 21): R=252, G=19, B=2
       (33, 21): R=251, G=20, B=2
       (34, 21): R=251, G=20, B=2
       (35, 21): R=251, G=20, B=2
       (36, 21): R=251, G=20, B=2
       (37, 21): R=251, G=20, B=2
       (38, 21): R=251, G=20, B=2
       (39, 21): R=251, G=20, B=2
       (40, 21): R=251, G=20, B=2
       (41, 21): R=251, G=20, B=2
       (42, 21): R=251, G=20, B=2
       (43, 21): R=251, G=20, B=2
       (44, 21): R=251, G=20, B=2
       (45, 21): R=251, G=20, B=2
       (46, 21): R=251, G=20, B=2
       (47, 21): R=251, G=20, B=2
       (48, 21): R=250, G=20, B=4
       (49, 21): R=251, G=20, B=2
       (50, 21): R=252, G=19, B=2
       (51, 21): R=251, G=20, B=0
       (52, 21): R=247, G=23, B=0
       (53, 21): R=245, G=23, B=0
       (54, 21): R=250, G=20, B=4
       (55, 21): R=251, G=19, B=5
       (56, 21): R=254, G=22, B=8
       (57, 21): R=245, G=17, B=4
       (58, 21): R=240, G=22, B=13
       (59, 21): R=186, G=24, B=19
       (60, 21): R=000, G=239, B=236
       (61, 21): R=000, G=254, B=253
       (62, 21): R=000, G=250, B=250
       (63, 21): R=000, G=253, B=253
       (64, 21): R=000, G=254, B=000
       (65, 21): R=000, G=000, B=000
       (66, 21): R=000, G=000, B=000
       (67, 21): R=000, G=000, B=000
       (68, 21): R=000, G=000, B=000
       (69, 21): R=000, G=000, B=000
       (70, 21): R=000, G=000, B=000
       (71, 21): R=000, G=000, B=000
       (72, 21): R=000, G=000, B=000
       (73, 21): R=000, G=000, B=000
       (74, 21): R=254, G=254, B=254
       (75, 21): R=000, G=000, B=000
       (76, 21): R=000, G=000, B=000
       (77, 21): R=000, G=000, B=000
       (78, 21): R=000, G=000, B=000
       (79, 21): R=224, G=224, B=224
       (80, 21): R=185, G=185, B=185
       (81, 21): R=000, G=000, B=000
       (82, 21): R=000, G=000, B=000
       (0, 22): R=000, G=000, B=000
       (1, 22): R=254, G=254, B=254
       (2, 22): R=186, G=186, B=186
       (3, 22): R=223, G=223, B=223
       (4, 22): R=000, G=000, B=000
       (5, 22): R=000, G=000, B=000
       (6, 22): R=000, G=000, B=000
       (7, 22): R=000, G=000, B=000
       (8, 22): R=000, G=000, B=000
       (9, 22): R=000, G=000, B=000
       (10, 22): R=000, G=000, B=000
       (11, 22): R=000, G=000, B=000
       (12, 22): R=000, G=000, B=000
       (13, 22): R=000, G=000, B=000
       (14, 22): R=000, G=000, B=000
       (15, 22): R=254, G=000, B=000
       (16, 22): R=252, G=000, B=253
       (17, 22): R=250, G=000, B=252
       (18, 22): R=254, G=000, B=251
       (19, 22): R=254, G=000, B=000
       (20, 22): R=250, G=251, B=000
       (21, 22): R=000, G=247, B=253
       (22, 22): R=000, G=226, B=232
       (23, 22): R=187, G=47, B=46
       (24, 22): R=228, G=26, B=12
       (25, 22): R=245, G=14, B=0
       (26, 22): R=249, G=19, B=3
       (27, 22): R=249, G=22, B=5
       (28, 22): R=247, G=22, B=0
       (29, 22): R=247, G=18, B=0
       (30, 22): R=000, G=22, B=5
       (31, 22): R=000, G=17, B=4
       (32, 22): R=252, G=19, B=2
       (33, 22): R=251, G=20, B=2
       (34, 22): R=251, G=20, B=2
       (35, 22): R=251, G=20, B=2
       (36, 22): R=251, G=20, B=2
       (37, 22): R=251, G=20, B=2
       (38, 22): R=251, G=20, B=2
       (39, 22): R=251, G=20, B=2
       (40, 22): R=251, G=20, B=2
       (41, 22): R=251, G=20, B=2
       (42, 22): R=251, G=20, B=2
       (43, 22): R=251, G=20, B=2
       (44, 22): R=251, G=20, B=2
       (45, 22): R=251, G=20, B=2
       (46, 22): R=251, G=20, B=2
       (47, 22): R=251, G=20, B=2
       (48, 22): R=250, G=20, B=4
       (49, 22): R=250, G=21, B=2
       (50, 22): R=252, G=19, B=2
       (51, 22): R=252, G=20, B=0
       (52, 22): R=248, G=22, B=0
       (53, 22): R=248, G=22, B=0
       (54, 22): R=250, G=21, B=2
       (55, 22): R=250, G=20, B=4
       (56, 22): R=247, G=20, B=4
       (57, 22): R=247, G=20, B=4
       (58, 22): R=243, G=13, B=0
       (59, 22): R=202, G=25, B=15
       (60, 22): R=000, G=199, B=193
       (61, 22): R=000, G=248, B=246
       (62, 22): R=000, G=253, B=253
       (63, 22): R=254, G=252, B=253
       (64, 22): R=000, G=254, B=000
       (65, 22): R=000, G=000, B=000
       (66, 22): R=000, G=000, B=000
       (67, 22): R=000, G=000, B=000
       (68, 22): R=000, G=000, B=000
       (69, 22): R=000, G=000, B=000
       (70, 22): R=000, G=000, B=000
       (71, 22): R=000, G=000, B=000
       (72, 22): R=000, G=000, B=000
       (73, 22): R=000, G=000, B=000
       (74, 22): R=254, G=254, B=254
       (75, 22): R=000, G=000, B=000
       (76, 22): R=000, G=000, B=000
       (77, 22): R=000, G=000, B=000
       (78, 22): R=000, G=000, B=000
       (79, 22): R=224, G=224, B=224
       (80, 22): R=185, G=185, B=185
       (81, 22): R=000, G=000, B=000
       (82, 22): R=000, G=000, B=000
       (0, 23): R=000, G=000, B=000
       (1, 23): R=254, G=254, B=254
       (2, 23): R=186, G=186, B=186
       (3, 23): R=223, G=223, B=223
       (4, 23): R=000, G=000, B=000
       (5, 23): R=000, G=000, B=000
       (6, 23): R=000, G=000, B=000
       (7, 23): R=000, G=000, B=000
       (8, 23): R=000, G=000, B=000
       (9, 23): R=000, G=000, B=000
       (10, 23): R=000, G=000, B=000
       (11, 23): R=000, G=000, B=000
       (12, 23): R=000, G=000, B=000
       (13, 23): R=000, G=000, B=000
       (14, 23): R=000, G=000, B=000
       (15, 23): R=254, G=000, B=000
       (16, 23): R=249, G=253, B=252
       (17, 23): R=252, G=000, B=253
       (18, 23): R=253, G=000, B=250
       (19, 23): R=250, G=252, B=249
       (20, 23): R=254, G=000, B=000
       (21, 23): R=000, G=245, B=250
       (22, 23): R=000, G=214, B=215
       (23, 23): R=182, G=29, B=23
       (24, 23): R=230, G=27, B=10
       (25, 23): R=252, G=26, B=4
       (26, 23): R=247, G=20, B=3
       (27, 23): R=246, G=21, B=3
       (28, 23): R=248, G=22, B=0
       (29, 23): R=250, G=21, B=0
       (30, 23): R=000, G=22, B=5
       (31, 23): R=253, G=18, B=1
       (32, 23): R=252, G=19, B=2
       (33, 23): R=251, G=20, B=2
       (34, 23): R=251, G=20, B=2
       (35, 23): R=251, G=20, B=2
       (36, 23): R=251, G=20, B=2
       (37, 23): R=251, G=20, B=2
       (38, 23): R=251, G=20, B=2
       (39, 23): R=251, G=20, B=2
       (40, 23): R=251, G=20, B=2
       (41, 23): R=251, G=20, B=2
       (42, 23): R=251, G=20, B=2
       (43, 23): R=251, G=20, B=2
       (44, 23): R=251, G=20, B=2
       (45, 23): R=251, G=20, B=2
       (46, 23): R=251, G=20, B=2
       (47, 23): R=251, G=20, B=2
       (48, 23): R=250, G=20, B=4
       (49, 23): R=250, G=20, B=4
       (50, 23): R=252, G=19, B=2
       (51, 23): R=252, G=20, B=0
       (52, 23): R=250, G=21, B=0
       (53, 23): R=250, G=21, B=0
       (54, 23): R=251, G=20, B=0
       (55, 23): R=250, G=21, B=2
       (56, 23): R=246, G=21, B=3
       (57, 23): R=251, G=24, B=7
       (58, 23): R=000, G=20, B=1
       (59, 23): R=208, G=21, B=6
       (60, 23): R=229, G=146, B=138
       (61, 23): R=000, G=246, B=243
       (62, 23): R=000, G=252, B=253
       (63, 23): R=254, G=254, B=254
       (64, 23): R=000, G=000, B=000
       (65, 23): R=000, G=000, B=000
       (66, 23): R=000, G=000, B=000
       (67, 23): R=000, G=000, B=000
       (68, 23): R=000, G=000, B=000
       (69, 23): R=000, G=000, B=000
       (70, 23): R=000, G=000, B=000
       (71, 23): R=000, G=000, B=000
       (72, 23): R=000, G=000, B=000
       (73, 23): R=000, G=000, B=000
       (74, 23): R=254, G=254, B=254
       (75, 23): R=000, G=000, B=000
       (76, 23): R=000, G=000, B=000
       (77, 23): R=000, G=000, B=000
       (78, 23): R=000, G=000, B=000
       (79, 23): R=224, G=224, B=224
       (80, 23): R=185, G=185, B=185
       (81, 23): R=000, G=000, B=000
       (82, 23): R=000, G=000, B=000
       (0, 24): R=000, G=000, B=000
       (1, 24): R=254, G=254, B=254
       (2, 24): R=186, G=186, B=186
       (3, 24): R=223, G=223, B=223
       (4, 24): R=000, G=000, B=000
       (5, 24): R=000, G=000, B=000
       (6, 24): R=000, G=000, B=000
       (7, 24): R=000, G=000, B=000
       (8, 24): R=000, G=000, B=000
       (9, 24): R=000, G=000, B=000
       (10, 24): R=000, G=000, B=000
       (11, 24): R=000, G=000, B=000
       (12, 24): R=000, G=000, B=000
       (13, 24): R=000, G=000, B=000
       (14, 24): R=000, G=000, B=000
       (15, 24): R=000, G=000, B=000
       (16, 24): R=253, G=000, B=254
       (17, 24): R=254, G=000, B=000
       (18, 24): R=000, G=000, B=253
       (19, 24): R=253, G=253, B=251
       (20, 24): R=252, G=000, B=000
       (21, 24): R=000, G=245, B=245
       (22, 24): R=000, G=181, B=174
       (23, 24): R=187, G=27, B=13
       (24, 24): R=233, G=28, B=9
       (25, 24): R=248, G=21, B=2
       (26, 24): R=248, G=21, B=5
       (27, 24): R=248, G=21, B=4
       (28, 24): R=250, G=21, B=0
       (29, 24): R=250, G=21, B=0
       (30, 24): R=251, G=20, B=0
       (31, 24): R=251, G=20, B=2
       (32, 24): R=251, G=20, B=2
       (33, 24): R=251, G=20, B=2
       (34, 24): R=251, G=20, B=2
       (35, 24): R=251, G=20, B=2
       (36, 24): R=251, G=20, B=2
       (37, 24): R=251, G=20, B=2
       (38, 24): R=251, G=20, B=2
       (39, 24): R=251, G=20, B=2
       (40, 24): R=251, G=20, B=2
       (41, 24): R=251, G=20, B=2
       (42, 24): R=251, G=20, B=2
       (43, 24): R=251, G=20, B=2
       (44, 24): R=251, G=20, B=2
       (45, 24): R=251, G=20, B=2
       (46, 24): R=251, G=20, B=2
       (47, 24): R=251, G=20, B=2
       (48, 24): R=251, G=20, B=4
       (49, 24): R=251, G=20, B=4
       (50, 24): R=251, G=20, B=2
       (51, 24): R=251, G=20, B=2
       (52, 24): R=251, G=20, B=2
       (53, 24): R=251, G=20, B=2
       (54, 24): R=251, G=21, B=0
       (55, 24): R=250, G=21, B=0
       (56, 24): R=247, G=24, B=6
       (57, 24): R=246, G=21, B=3
       (58, 24): R=251, G=16, B=0
       (59, 24): R=218, G=25, B=8
       (60, 24): R=212, G=111, B=103
       (61, 24): R=000, G=242, B=240
       (62, 24): R=000, G=250, B=250
       (63, 24): R=254, G=000, B=000
       (64, 24): R=000, G=000, B=000
       (65, 24): R=000, G=000, B=000
       (66, 24): R=000, G=000, B=000
       (67, 24): R=000, G=000, B=000
       (68, 24): R=000, G=000, B=000
       (69, 24): R=000, G=000, B=000
       (70, 24): R=000, G=000, B=000
       (71, 24): R=000, G=000, B=000
       (72, 24): R=000, G=000, B=000
       (73, 24): R=000, G=000, B=000
       (74, 24): R=254, G=254, B=254
       (75, 24): R=000, G=000, B=000
       (76, 24): R=000, G=000, B=000
       (77, 24): R=000, G=000, B=000
       (78, 24): R=000, G=000, B=000
       (79, 24): R=224, G=224, B=224
       (80, 24): R=185, G=185, B=185
       (81, 24): R=000, G=000, B=000
       (82, 24): R=000, G=000, B=000
       (0, 25): R=000, G=000, B=000
       (1, 25): R=254, G=254, B=254
       (2, 25): R=186, G=186, B=186
       (3, 25): R=223, G=223, B=223
       (4, 25): R=000, G=000, B=000
       (5, 25): R=000, G=000, B=000
       (6, 25): R=000, G=000, B=000
       (7, 25): R=000, G=000, B=000
       (8, 25): R=000, G=000, B=000
       (9, 25): R=000, G=000, B=000
       (10, 25): R=000, G=000, B=000
       (11, 25): R=000, G=000, B=000
       (12, 25): R=000, G=000, B=000
       (13, 25): R=000, G=000, B=000
       (14, 25): R=000, G=000, B=000
       (15, 25): R=000, G=000, B=000
       (16, 25): R=000, G=253, B=000
       (17, 25): R=000, G=253, B=254
       (18, 25): R=000, G=000, B=253
       (19, 25): R=254, G=254, B=252
       (20, 25): R=251, G=000, B=000
       (21, 25): R=000, G=246, B=243
       (22, 25): R=000, G=162, B=150
       (23, 25): R=193, G=26, B=10
       (24, 25): R=236, G=26, B=11
       (25, 25): R=251, G=20, B=4
       (26, 25): R=250, G=20, B=5
       (27, 25): R=250, G=20, B=4
       (28, 25): R=250, G=21, B=0
       (29, 25): R=250, G=22, B=0
       (30, 25): R=250, G=21, B=0
       (31, 25): R=250, G=21, B=0
       (32, 25): R=251, G=20, B=2
       (33, 25): R=251, G=20, B=2
       (34, 25): R=251, G=20, B=2
       (35, 25): R=251, G=20, B=2
       (36, 25): R=251, G=20, B=2
       (37, 25): R=251, G=20, B=2
       (38, 25): R=251, G=20, B=2
       (39, 25): R=251, G=20, B=2
       (40, 25): R=251, G=20, B=2
       (41, 25): R=251, G=20, B=2
       (42, 25): R=251, G=20, B=2
       (43, 25): R=251, G=20, B=2
       (44, 25): R=251, G=20, B=2
       (45, 25): R=251, G=20, B=2
       (46, 25): R=251, G=20, B=2
       (47, 25): R=251, G=20, B=2
       (48, 25): R=252, G=19, B=4
       (49, 25): R=252, G=19, B=4
       (50, 25): R=250, G=21, B=2
       (51, 25): R=250, G=21, B=2
       (52, 25): R=251, G=20, B=4
       (53, 25): R=252, G=19, B=2
       (54, 25): R=251, G=21, B=0
       (55, 25): R=250, G=22, B=0
       (56, 25): R=247, G=22, B=4
       (57, 25): R=248, G=21, B=4
       (58, 25): R=254, G=19, B=0
       (59, 25): R=222, G=25, B=8
       (60, 25): R=200, G=83, B=76
       (61, 25): R=000, G=237, B=236
       (62, 25): R=000, G=250, B=251
       (63, 25): R=254, G=000, B=000
       (64, 25): R=000, G=000, B=000
       (65, 25): R=000, G=000, B=000
       (66, 25): R=000, G=000, B=000
       (67, 25): R=000, G=000, B=000
       (68, 25): R=000, G=000, B=000
       (69, 25): R=000, G=000, B=000
       (70, 25): R=000, G=000, B=000
       (71, 25): R=000, G=000, B=000
       (72, 25): R=000, G=000, B=000
       (73, 25): R=000, G=000, B=000
       (74, 25): R=254, G=254, B=254
       (75, 25): R=000, G=000, B=000
       (76, 25): R=000, G=000, B=000
       (77, 25): R=000, G=000, B=000
       (78, 25): R=000, G=000, B=000
       (79, 25): R=224, G=224, B=224
       (80, 25): R=185, G=185, B=185
       (81, 25): R=000, G=000, B=000
       (82, 25): R=000, G=000, B=000
       (0, 26): R=000, G=000, B=000
       (1, 26): R=254, G=254, B=254
       (2, 26): R=186, G=186, B=186
       (3, 26): R=223, G=223, B=223
       (4, 26): R=000, G=000, B=000
       (5, 26): R=000, G=000, B=000
       (6, 26): R=000, G=000, B=000
       (7, 26): R=000, G=000, B=000
       (8, 26): R=000, G=000, B=000
       (9, 26): R=000, G=000, B=000
       (10, 26): R=000, G=000, B=000
       (11, 26): R=000, G=000, B=000
       (12, 26): R=000, G=000, B=000
       (13, 26): R=000, G=000, B=000
       (14, 26): R=000, G=000, B=000
       (15, 26): R=000, G=254, B=000
       (16, 26): R=000, G=252, B=000
       (17, 26): R=000, G=252, B=000
       (18, 26): R=000, G=254, B=253
       (19, 26): R=000, G=254, B=252
       (20, 26): R=251, G=253, B=252
       (21, 26): R=000, G=245, B=241
       (22, 26): R=000, G=142, B=132
       (23, 26): R=201, G=25, B=10
       (24, 26): R=240, G=24, B=13
       (25, 26): R=252, G=18, B=7
       (26, 26): R=251, G=19, B=5
       (27, 26): R=250, G=20, B=4
       (28, 26): R=250, G=21, B=0
       (29, 26): R=250, G=22, B=0
       (30, 26): R=250, G=21, B=0
       (31, 26): R=250, G=21, B=0
       (32, 26): R=251, G=20, B=2
       (33, 26): R=251, G=20, B=2
       (34, 26): R=251, G=20, B=2
       (35, 26): R=251, G=20, B=2
       (36, 26): R=251, G=20, B=2
       (37, 26): R=251, G=20, B=2
       (38, 26): R=251, G=20, B=2
       (39, 26): R=251, G=20, B=2
       (40, 26): R=251, G=20, B=2
       (41, 26): R=251, G=20, B=2
       (42, 26): R=251, G=20, B=2
       (43, 26): R=251, G=20, B=2
       (44, 26): R=251, G=20, B=2
       (45, 26): R=251, G=20, B=2
