      [(0, 0): R=000, G=000, B=000
       (34, 35): R=251, G=20, B=4
       (35, 35): R=251, G=20, B=4
       (36, 35): R=251, G=20, B=4
       (37, 35): R=251, G=20, B=2
       (38, 35): R=251, G=20, B=2
       (39, 35): R=251, G=20, B=2
       (40, 35): R=250, G=21, B=2
       (41, 35): R=250, G=21, B=2
       (42, 35): R=250, G=21, B=2
       (43, 35): R=250, G=21, B=2
       (44, 35): R=250, G=21, B=2
       (45, 35): R=250, G=20, B=4
       (46, 35): R=250, G=20, B=4
       (47, 35): R=250, G=21, B=0
       (48, 35): R=251, G=23, B=0
       (49, 35): R=252, G=23, B=0
       (50, 35): R=000, G=21, B=0
       (51, 35): R=254, G=19, B=0
       (52, 35): R=250, G=20, B=4
       (53, 35): R=249, G=19, B=4
       (54, 35): R=251, G=18, B=3
       (55, 35): R=250, G=17, B=0
       (56, 35): R=254, G=21, B=4
       (57, 35): R=221, G=27, B=17
       (58, 35): R=188, G=73, B=76
       (59, 35): R=000, G=238, B=244
       (60, 35): R=000, G=247, B=247
       (61, 35): R=251, G=000, B=000
       (62, 35): R=000, G=000, B=000
       (63, 35): R=000, G=254, B=000
       (64, 35): R=000, G=000, B=000
       (65, 35): R=000, G=000, B=000
       (66, 35): R=000, G=000, B=000
       (67, 35): R=000, G=000, B=000
       (68, 35): R=000, G=000, B=000
       (69, 35): R=000, G=000, B=000
       (70, 35): R=000, G=000, B=000
       (71, 35): R=000, G=000, B=000
       (72, 35): R=000, G=000, B=000
       (73, 35): R=000, G=000, B=000
       (74, 35): R=254, G=254, B=254
       (75, 35): R=000, G=000, B=000
       (76, 35): R=000, G=000, B=000
       (77, 35): R=000, G=000, B=000
       (78, 35): R=000, G=000, B=000
       (79, 35): R=224, G=224, B=224
       (80, 35): R=185, G=185, B=185
       (81, 35): R=000, G=000, B=000
       (82, 35): R=000, G=000, B=000
       (0, 36): R=000, G=000, B=000
       (1, 36): R=254, G=254, B=254
       (2, 36): R=186, G=186, B=186
       (3, 36): R=223, G=223, B=223
       (4, 36): R=000, G=000, B=000
       (5, 36): R=000, G=000, B=000
       (6, 36): R=000, G=000, B=000
       (7, 36): R=000, G=000, B=000
       (8, 36): R=000, G=000, B=000
       (9, 36): R=000, G=000, B=000
       (10, 36): R=000, G=000, B=000
       (11, 36): R=000, G=000, B=000
       (12, 36): R=000, G=000, B=000
       (13, 36): R=000, G=000, B=000
       (14, 36): R=000, G=000, B=000
       (15, 36): R=000, G=000, B=253
       (16, 36): R=000, G=000, B=251
       (17, 36): R=252, G=253, B=248
       (18, 36): R=000, G=000, B=250
       (19, 36): R=000, G=000, B=250
       (20, 36): R=000, G=250, B=247
       (21, 36): R=000, G=253, B=250
       (22, 36): R=000, G=000, B=251
       (23, 36): R=000, G=248, B=245
       (24, 36): R=000, G=235, B=236
       (25, 36): R=181, G=59, B=56
       (26, 36): R=210, G=20, B=6
       (27, 36): R=243, G=18, B=0
       (28, 36): R=250, G=19, B=0
       (29, 36): R=254, G=23, B=3
       (30, 36): R=252, G=21, B=5
       (31, 36): R=251, G=21, B=5
       (32, 36): R=250, G=20, B=4
       (33, 36): R=250, G=21, B=2
       (34, 36): R=251, G=20, B=2
       (35, 36): R=252, G=20, B=0
       (36, 36): R=252, G=20, B=0
       (37, 36): R=251, G=20, B=0
       (38, 36): R=248, G=22, B=0
       (39, 36): R=247, G=23, B=0
       (40, 36): R=247, G=23, B=0
       (41, 36): R=248, G=22, B=0
       (42, 36): R=250, G=21, B=2
       (43, 36): R=251, G=20, B=2
       (44, 36): R=252, G=19, B=4
       (45, 36): R=251, G=19, B=5
       (46, 36): R=250, G=20, B=7
       (47, 36): R=248, G=21, B=4
       (48, 36): R=247, G=23, B=0
       (49, 36): R=248, G=23, B=0
       (50, 36): R=252, G=21, B=1
       (51, 36): R=252, G=19, B=4
       (52, 36): R=250, G=18, B=4
       (53, 36): R=250, G=19, B=3
       (54, 36): R=253, G=18, B=0
       (55, 36): R=251, G=20, B=2
       (56, 36): R=246, G=22, B=10
       (57, 36): R=188, G=15, B=9
       (58, 36): R=000, G=209, B=211
       (59, 36): R=000, G=245, B=247
       (60, 36): R=000, G=254, B=249
       (61, 36): R=000, G=000, B=251
       (62, 36): R=250, G=244, B=248
       (63, 36): R=000, G=252, B=000
       (64, 36): R=000, G=254, B=000
       (65, 36): R=000, G=000, B=000
       (66, 36): R=000, G=000, B=000
       (67, 36): R=000, G=000, B=000
       (68, 36): R=000, G=000, B=000
       (69, 36): R=000, G=000, B=000
       (70, 36): R=000, G=000, B=000
       (71, 36): R=000, G=000, B=000
       (72, 36): R=000, G=000, B=000
       (73, 36): R=000, G=000, B=000
       (74, 36): R=254, G=254, B=254
       (75, 36): R=000, G=000, B=000
       (76, 36): R=000, G=000, B=000
       (77, 36): R=000, G=000, B=000
       (78, 36): R=000, G=000, B=000
       (79, 36): R=224, G=224, B=224
       (80, 36): R=185, G=185, B=185
       (81, 36): R=000, G=000, B=000
       (82, 36): R=000, G=000, B=000
       (0, 37): R=000, G=000, B=000
       (1, 37): R=254, G=254, B=254
       (2, 37): R=186, G=186, B=186
       (3, 37): R=223, G=223, B=223
       (4, 37): R=000, G=000, B=000
       (5, 37): R=000, G=000, B=000
       (6, 37): R=000, G=000, B=000
       (7, 37): R=000, G=000, B=000
       (8, 37): R=000, G=000, B=000
       (9, 37): R=000, G=000, B=000
       (10, 37): R=000, G=000, B=000
       (11, 37): R=000, G=000, B=000
       (12, 37): R=000, G=000, B=000
       (13, 37): R=000, G=000, B=000
       (14, 37): R=000, G=000, B=000
       (15, 37): R=000, G=000, B=253
       (16, 37): R=000, G=000, B=251
       (17, 37): R=000, G=000, B=251
       (18, 37): R=000, G=254, B=252
       (19, 37): R=252, G=251, B=249
       (20, 37): R=000, G=253, B=253
       (21, 37): R=000, G=253, B=252
       (22, 37): R=254, G=000, B=249
       (23, 37): R=000, G=253, B=248
       (24, 37): R=000, G=245, B=247
       (25, 37): R=000, G=197, B=198
       (26, 37): R=186, G=27, B=23
       (27, 37): R=240, G=32, B=22
       (28, 37): R=244, G=19, B=1
       (29, 37): R=250, G=18, B=0
       (30, 37): R=250, G=19, B=0
       (31, 37): R=247, G=18, B=0
       (32, 37): R=248, G=21, B=2
       (33, 37): R=248, G=21, B=2
       (34, 37): R=251, G=20, B=0
       (35, 37): R=252, G=20, B=0
       (36, 37): R=252, G=20, B=0
       (37, 37): R=251, G=20, B=0
       (38, 37): R=248, G=22, B=0
       (39, 37): R=247, G=23, B=0
       (40, 37): R=247, G=22, B=0
       (41, 37): R=248, G=22, B=0
       (42, 37): R=251, G=20, B=2
       (43, 37): R=254, G=19, B=2
       (44, 37): R=254, G=18, B=4
       (45, 37): R=252, G=19, B=4
       (46, 37): R=251, G=19, B=5
       (47, 37): R=248, G=21, B=4
       (48, 37): R=246, G=22, B=0
       (49, 37): R=247, G=21, B=0
       (50, 37): R=250, G=20, B=4
       (51, 37): R=251, G=19, B=7
       (52, 37): R=251, G=19, B=7
       (53, 37): R=251, G=20, B=4
       (54, 37): R=252, G=20, B=0
       (55, 37): R=241, G=24, B=5
       (56, 37): R=205, G=18, B=11
       (57, 37): R=243, G=113, B=113
       (58, 37): R=000, G=241, B=244
       (59, 37): R=253, G=251, B=252
       (60, 37): R=000, G=000, B=251
       (61, 37): R=254, G=253, B=249
       (62, 37): R=000, G=252, B=000
       (63, 37): R=000, G=248, B=253
       (64, 37): R=000, G=254, B=000
       (65, 37): R=000, G=000, B=000
       (66, 37): R=000, G=000, B=000
       (67, 37): R=000, G=000, B=000
       (68, 37): R=000, G=000, B=000
       (69, 37): R=000, G=000, B=000
       (70, 37): R=000, G=000, B=000
       (71, 37): R=000, G=000, B=000
       (72, 37): R=000, G=000, B=000
       (73, 37): R=000, G=000, B=000
       (74, 37): R=254, G=254, B=254
       (75, 37): R=000, G=000, B=000
       (76, 37): R=000, G=000, B=000
       (77, 37): R=000, G=000, B=000
       (78, 37): R=000, G=000, B=000
       (79, 37): R=224, G=224, B=224
       (80, 37): R=185, G=185, B=185
       (81, 37): R=000, G=000, B=000
       (82, 37): R=000, G=000, B=000
       (0, 38): R=000, G=000, B=000
       (1, 38): R=254, G=254, B=254
       (2, 38): R=186, G=186, B=186
       (3, 38): R=223, G=223, B=223
       (4, 38): R=000, G=000, B=000
       (5, 38): R=000, G=000, B=000
       (6, 38): R=000, G=000, B=000
       (7, 38): R=000, G=000, B=000
       (8, 38): R=000, G=000, B=000
       (9, 38): R=000, G=000, B=000
       (10, 38): R=000, G=000, B=000
       (11, 38): R=000, G=000, B=000
       (12, 38): R=000, G=000, B=000
       (13, 38): R=000, G=000, B=000
       (14, 38): R=000, G=000, B=000
       (15, 38): R=000, G=000, B=253
       (16, 38): R=000, G=000, B=251
       (17, 38): R=000, G=000, B=253
       (18, 38): R=253, G=253, B=000
       (19, 38): R=251, G=252, B=000
       (20, 38): R=000, G=254, B=000
       (21, 38): R=000, G=000, B=000
       (22, 38): R=252, G=000, B=248
       (23, 38): R=000, G=254, B=249
       (24, 38): R=000, G=248, B=252
       (25, 38): R=000, G=239, B=248
       (26, 38): R=251, G=134, B=142
       (27, 38): R=189, G=17, B=17
       (28, 38): R=241, G=27, B=16
       (29, 38): R=249, G=14, B=0
       (30, 38): R=253, G=21, B=0
       (31, 38): R=250, G=22, B=0
       (32, 38): R=248, G=22, B=0
       (33, 38): R=250, G=21, B=0
       (34, 38): R=251, G=20, B=2
       (35, 38): R=252, G=19, B=2
       (36, 38): R=252, G=19, B=2
       (37, 38): R=251, G=20, B=2
       (38, 38): R=248, G=21, B=2
       (39, 38): R=248, G=21, B=2
       (40, 38): R=248, G=21, B=2
       (41, 38): R=250, G=21, B=2
       (42, 38): R=252, G=19, B=2
       (43, 38): R=000, G=18, B=2
       (44, 38): R=000, G=18, B=0
       (45, 38): R=254, G=19, B=0
       (46, 38): R=252, G=20, B=0
       (47, 38): R=251, G=20, B=0
       (48, 38): R=252, G=19, B=2
       (49, 38): R=250, G=19, B=3
       (50, 38): R=249, G=19, B=4
       (51, 38): R=248, G=21, B=5
       (52, 38): R=249, G=22, B=6
       (53, 38): R=248, G=21, B=2
       (54, 38): R=246, G=20, B=0
       (55, 38): R=218, G=27, B=8
       (56, 38): R=186, G=66, B=65
       (57, 38): R=000, G=233, B=236
       (58, 38): R=000, G=248, B=249
       (59, 38): R=000, G=000, B=000
       (60, 38): R=000, G=252, B=253
       (61, 38): R=000, G=251, B=250
       (62, 38): R=253, G=252, B=248
       (63, 38): R=000, G=000, B=251
       (64, 38): R=000, G=000, B=253
       (65, 38): R=000, G=000, B=000
       (66, 38): R=000, G=000, B=000
       (67, 38): R=000, G=000, B=000
       (68, 38): R=000, G=000, B=000
       (69, 38): R=000, G=000, B=000
       (70, 38): R=000, G=000, B=000
       (71, 38): R=000, G=000, B=000
       (72, 38): R=000, G=000, B=000
       (73, 38): R=000, G=000, B=000
       (74, 38): R=254, G=254, B=254
       (75, 38): R=000, G=000, B=000
       (76, 38): R=000, G=000, B=000
       (77, 38): R=000, G=000, B=000
       (78, 38): R=000, G=000, B=000
       (79, 38): R=224, G=224, B=224
       (80, 38): R=185, G=185, B=185
       (81, 38): R=000, G=000, B=000
       (82, 38): R=000, G=000, B=000
       (0, 39): R=000, G=000, B=000
       (1, 39): R=254, G=254, B=254
       (2, 39): R=186, G=186, B=186
       (3, 39): R=223, G=223, B=223
       (4, 39): R=000, G=000, B=000
       (5, 39): R=000, G=000, B=000
       (6, 39): R=000, G=000, B=000
       (7, 39): R=000, G=000, B=000
       (8, 39): R=000, G=000, B=000
       (9, 39): R=000, G=000, B=000
       (10, 39): R=000, G=000, B=000
       (11, 39): R=000, G=000, B=000
       (12, 39): R=000, G=000, B=000
       (13, 39): R=000, G=000, B=000
       (14, 39): R=000, G=000, B=000
       (15, 39): R=000, G=000, B=000
       (16, 39): R=000, G=000, B=253
       (17, 39): R=000, G=000, B=000
       (18, 39): R=254, G=000, B=000
       (19, 39): R=254, G=000, B=000
       (20, 39): R=253, G=252, B=000
       (21, 39): R=254, G=000, B=000
       (22, 39): R=252, G=000, B=251
       (23, 39): R=251, G=000, B=251
       (24, 39): R=253, G=254, B=000
       (25, 39): R=000, G=247, B=000
       (26, 39): R=000, G=231, B=241
       (27, 39): R=213, G=90, B=93
       (28, 39): R=204, G=19, B=14
       (29, 39): R=243, G=23, B=9
       (30, 39): R=248, G=22, B=0
       (31, 39): R=252, G=22, B=0
       (32, 39): R=250, G=21, B=0
       (33, 39): R=250, G=21, B=0
       (34, 39): R=251, G=20, B=2
       (35, 39): R=252, G=19, B=2
       (36, 39): R=252, G=19, B=2
       (37, 39): R=252, G=19, B=2
       (38, 39): R=251, G=20, B=4
       (39, 39): R=251, G=20, B=4
       (40, 39): R=251, G=20, B=4
       (41, 39): R=252, G=19, B=4
       (42, 39): R=252, G=19, B=2
       (43, 39): R=254, G=19, B=2
       (44, 39): R=252, G=20, B=0
       (45, 39): R=252, G=20, B=0
       (46, 39): R=251, G=21, B=0
       (47, 39): R=251, G=20, B=0
       (48, 39): R=000, G=20, B=3
       (49, 39): R=252, G=19, B=5
       (50, 39): R=250, G=18, B=4
       (51, 39): R=250, G=20, B=5
       (52, 39): R=249, G=22, B=6
       (53, 39): R=240, G=25, B=7
       (54, 39): R=219, G=26, B=8
       (55, 39): R=179, G=36, B=22
       (56, 39): R=000, G=227, B=228
       (57, 39): R=000, G=245, B=250
       (58, 39): R=000, G=253, B=000
       (59, 39): R=252, G=252, B=254
       (60, 39): R=000, G=253, B=000
       (61, 39): R=000, G=254, B=000
       (62, 39): R=254, G=000, B=250
       (63, 39): R=254, G=000, B=248
       (64, 39): R=000, G=000, B=253
       (65, 39): R=000, G=000, B=000
       (66, 39): R=000, G=000, B=000
       (67, 39): R=000, G=000, B=000
       (68, 39): R=000, G=000, B=000
       (69, 39): R=000, G=000, B=000
       (70, 39): R=000, G=000, B=000
       (71, 39): R=000, G=000, B=000
       (72, 39): R=000, G=000, B=000
       (73, 39): R=000, G=000, B=000
       (74, 39): R=254, G=254, B=254
       (75, 39): R=000, G=000, B=000
       (76, 39): R=000, G=000, B=000
       (77, 39): R=000, G=000, B=000
       (78, 39): R=000, G=000, B=000
       (79, 39): R=224, G=224, B=224
       (80, 39): R=185, G=185, B=185
       (81, 39): R=000, G=000, B=000
       (82, 39): R=000, G=000, B=000
       (0, 40): R=000, G=000, B=000
       (1, 40): R=254, G=254, B=254
       (2, 40): R=186, G=186, B=186
       (3, 40): R=223, G=223, B=223
       (4, 40): R=000, G=000, B=000
       (5, 40): R=000, G=000, B=000
       (6, 40): R=000, G=000, B=000
       (7, 40): R=000, G=000, B=000
       (8, 40): R=000, G=000, B=000
       (9, 40): R=000, G=000, B=000
       (10, 40): R=000, G=000, B=000
       (11, 40): R=000, G=000, B=000
       (12, 40): R=000, G=000, B=000
       (13, 40): R=000, G=000, B=000
       (14, 40): R=000, G=000, B=000
       (15, 40): R=000, G=000, B=000
       (16, 40): R=254, G=000, B=000
       (17, 40): R=254, G=000, B=000
       (18, 40): R=254, G=000, B=000
       (19, 40): R=000, G=254, B=000
       (20, 40): R=000, G=254, B=000
       (21, 40): R=254, G=000, B=000
       (22, 40): R=249, G=000, B=000
       (23, 40): R=247, G=000, B=253
       (24, 40): R=249, G=000, B=000
       (25, 40): R=254, G=253, B=251
       (26, 40): R=000, G=249, B=251
       (27, 40): R=000, G=234, B=237
       (28, 40): R=213, G=79, B=80
       (29, 40): R=207, G=20, B=15
       (30, 40): R=240, G=22, B=12
       (31, 40): R=000, G=22, B=7
       (32, 40): R=251, G=20, B=2
       (33, 40): R=251, G=20, B=2
       (34, 40): R=250, G=19, B=1
       (35, 40): R=251, G=20, B=2
       (36, 40): R=252, G=19, B=2
       (37, 40): R=253, G=18, B=0
       (38, 40): R=000, G=19, B=3
       (39, 40): R=000, G=18, B=2
       (40, 40): R=000, G=20, B=4
       (41, 40): R=253, G=18, B=1
       (42, 40): R=250, G=19, B=1
       (43, 40): R=252, G=23, B=4
       (44, 40): R=249, G=22, B=3
       (45, 40): R=245, G=20, B=0
       (46, 40): R=245, G=20, B=0
       (47, 40): R=249, G=23, B=1
       (48, 40): R=251, G=21, B=0
       (49, 40): R=254, G=22, B=2
       (50, 40): R=254, G=18, B=5
       (51, 40): R=247, G=13, B=4
       (52, 40): R=250, G=19, B=9
       (53, 40): R=225, G=28, B=19
       (54, 40): R=165, G=32, B=25
       (55, 40): R=000, G=221, B=217
       (56, 40): R=000, G=244, B=245
       (57, 40): R=000, G=252, B=254
       (58, 40): R=000, G=253, B=000
       (59, 40): R=000, G=253, B=000
       (60, 40): R=000, G=254, B=000
       (61, 40): R=254, G=000, B=000
       (62, 40): R=254, G=000, B=251
       (63, 40): R=254, G=000, B=250
       (64, 40): R=000, G=000, B=253
       (65, 40): R=000, G=000, B=000
       (66, 40): R=000, G=000, B=000
       (67, 40): R=000, G=000, B=000
       (68, 40): R=000, G=000, B=000
       (69, 40): R=000, G=000, B=000
       (70, 40): R=000, G=000, B=000
       (71, 40): R=000, G=000, B=000
       (72, 40): R=000, G=000, B=000
       (73, 40): R=000, G=000, B=000
       (74, 40): R=254, G=254, B=254
       (75, 40): R=000, G=000, B=000
       (76, 40): R=000, G=000, B=000
       (77, 40): R=000, G=000, B=000
       (78, 40): R=000, G=000, B=000
       (79, 40): R=224, G=224, B=224
       (80, 40): R=185, G=185, B=185
       (81, 40): R=000, G=000, B=000
       (82, 40): R=000, G=000, B=000
       (0, 41): R=000, G=000, B=000
       (1, 41): R=254, G=254, B=254
       (2, 41): R=186, G=186, B=186
       (3, 41): R=223, G=223, B=223
       (4, 41): R=000, G=000, B=000
       (5, 41): R=000, G=000, B=000
       (6, 41): R=000, G=000, B=000
       (7, 41): R=000, G=000, B=000
       (8, 41): R=000, G=000, B=000
       (9, 41): R=000, G=000, B=000
       (10, 41): R=000, G=000, B=000
       (11, 41): R=000, G=000, B=000
       (12, 41): R=000, G=000, B=000
       (13, 41): R=000, G=000, B=000
       (14, 41): R=000, G=000, B=000
       (15, 41): R=000, G=000, B=000
       (16, 41): R=254, G=000, B=000
       (17, 41): R=254, G=000, B=000
       (18, 41): R=000, G=254, B=000
       (19, 41): R=000, G=254, B=000
       (20, 41): R=000, G=253, B=000
       (21, 41): R=000, G=254, B=000
       (22, 41): R=251, G=000, B=000
       (23, 41): R=249, G=000, B=253
       (24, 41): R=247, G=254, B=247
       (25, 41): R=245, G=250, B=244
       (26, 41): R=252, G=000, B=000
       (27, 41): R=000, G=247, B=250
       (28, 41): R=000, G=227, B=229
       (29, 41): R=239, G=109, B=107
       (30, 41): R=192, G=23, B=16
       (31, 41): R=221, G=23, B=12
       (32, 41): R=241, G=24, B=9
       (33, 41): R=248, G=18, B=2
       (34, 41): R=248, G=18, B=2
       (35, 41): R=252, G=21, B=5
       (36, 41): R=250, G=17, B=2
       (37, 41): R=250, G=17, B=0
       (38, 41): R=000, G=22, B=5
       (39, 41): R=250, G=15, B=0
       (40, 41): R=250, G=15, B=0
       (41, 41): R=253, G=20, B=3
       (42, 41): R=253, G=22, B=4
       (43, 41): R=248, G=19, B=0
       (44, 41): R=247, G=20, B=1
       (45, 41): R=250, G=25, B=5
       (46, 41): R=250, G=25, B=5
       (47, 41): R=245, G=20, B=0
       (48, 41): R=248, G=17, B=0
       (49, 41): R=249, G=19, B=3
       (50, 41): R=244, G=20, B=12
       (51, 41): R=238, G=26, B=22
       (52, 41): R=210, G=22, B=13
       (53, 41): R=193, G=48, B=43
       (54, 41): R=000, G=223, B=224
       (55, 41): R=000, G=244, B=246
       (56, 41): R=000, G=251, B=250
       (57, 41): R=254, G=254, B=254
       (58, 41): R=000, G=254, B=000
       (59, 41): R=000, G=254, B=000
       (60, 41): R=254, G=000, B=000
       (61, 41): R=252, G=000, B=000
       (62, 41): R=254, G=000, B=253
       (63, 41): R=254, G=000, B=251
       (64, 41): R=000, G=000, B=000
       (65, 41): R=000, G=000, B=000
       (66, 41): R=000, G=000, B=000
       (67, 41): R=000, G=000, B=000
       (68, 41): R=000, G=000, B=000
       (69, 41): R=000, G=000, B=000
       (70, 41): R=000, G=000, B=000
       (71, 41): R=000, G=000, B=000
       (72, 41): R=000, G=000, B=000
       (73, 41): R=000, G=000, B=000
       (74, 41): R=254, G=254, B=254
       (75, 41): R=000, G=000, B=000
       (76, 41): R=000, G=000, B=000
       (77, 41): R=000, G=000, B=000
       (78, 41): R=000, G=000, B=000
       (79, 41): R=224, G=224, B=224
       (80, 41): R=185, G=185, B=185
       (81, 41): R=000, G=000, B=000
       (82, 41): R=000, G=000, B=000
       (0, 42): R=000, G=000, B=000
       (1, 42): R=254, G=254, B=254
       (2, 42): R=186, G=186, B=186
       (3, 42): R=223, G=223, B=223
       (4, 42): R=000, G=000, B=000
       (5, 42): R=000, G=000, B=000
       (6, 42): R=000, G=000, B=000
       (7, 42): R=000, G=000, B=000
       (8, 42): R=000, G=000, B=000
       (9, 42): R=000, G=000, B=000
       (10, 42): R=000, G=000, B=000
       (11, 42): R=000, G=000, B=000
       (12, 42): R=000, G=000, B=000
       (13, 42): R=000, G=000, B=000
       (14, 42): R=000, G=000, B=000
       (15, 42): R=000, G=000, B=000
       (16, 42): R=000, G=000, B=253
       (17, 42): R=000, G=254, B=000
       (18, 42): R=000, G=252, B=000
       (19, 42): R=000, G=252, B=000
       (20, 42): R=000, G=254, B=251
       (21, 42): R=000, G=254, B=251
       (22, 42): R=000, G=253, B=000
       (23, 42): R=000, G=253, B=253
       (24, 42): R=000, G=254, B=250
       (25, 42): R=000, G=254, B=250
       (26, 42): R=250, G=249, B=247
       (27, 42): R=000, G=251, B=250
       (28, 42): R=000, G=248, B=244
       (29, 42): R=000, G=238, B=231
       (30, 42): R=000, G=179, B=171
       (31, 42): R=164, G=36, B=25
       (32, 42): R=213, G=25, B=13
       (33, 42): R=242, G=20, B=7
       (34, 42): R=248, G=20, B=9
       (35, 42): R=248, G=16, B=4
       (36, 42): R=250, G=16, B=5
       (37, 42): R=250, G=18, B=6
       (38, 42): R=247, G=20, B=4
       (39, 42): R=249, G=22, B=6
       (40, 42): R=248, G=21, B=4
       (41, 42): R=248, G=18, B=2
       (42, 42): R=250, G=17, B=0
       (43, 42): R=254, G=19, B=2
       (44, 42): R=000, G=18, B=0
       (45, 42): R=249, G=17, B=0
       (46, 42): R=244, G=18, B=0
       (47, 42): R=245, G=19, B=0
       (48, 42): R=251, G=18, B=4
       (49, 42): R=246, G=22, B=14
       (50, 42): R=227, G=25, B=23
       (51, 42): R=184, G=22, B=20
       (52, 42): R=217, G=114, B=109
       (53, 42): R=000, G=234, B=229
       (54, 42): R=000, G=243, B=245
       (55, 42): R=000, G=248, B=251
       (56, 42): R=000, G=253, B=252
       (57, 42): R=254, G=000, B=251
       (58, 42): R=254, G=000, B=250
       (59, 42): R=254, G=000, B=251
       (60, 42): R=252, G=000, B=000
       (61, 42): R=252, G=000, B=000
       (62, 42): R=254, G=000, B=000
       (63, 42): R=254, G=000, B=000
       (64, 42): R=000, G=000, B=000
       (65, 42): R=000, G=000, B=000
       (66, 42): R=000, G=000, B=000
       (67, 42): R=000, G=000, B=000
       (68, 42): R=000, G=000, B=000
       (69, 42): R=000, G=000, B=000
       (70, 42): R=000, G=000, B=000
       (71, 42): R=000, G=000, B=000
       (72, 42): R=000, G=000, B=000
       (73, 42): R=000, G=000, B=000
       (74, 42): R=254, G=254, B=254
       (75, 42): R=000, G=000, B=000
       (76, 42): R=000, G=000, B=000
       (77, 42): R=000, G=000, B=000
       (78, 42): R=000, G=000, B=000
       (79, 42): R=224, G=224, B=224
       (80, 42): R=185, G=185, B=185
       (81, 42): R=000, G=000, B=000
       (82, 42): R=000, G=000, B=000
       (0, 43): R=000, G=000, B=000
       (1, 43): R=254, G=254, B=254
       (2, 43): R=186, G=186, B=186
       (3, 43): R=223, G=223, B=223
       (4, 43): R=000, G=000, B=000
       (5, 43): R=000, G=000, B=000
       (6, 43): R=000, G=000, B=000
       (7, 43): R=000, G=000, B=000
       (8, 43): R=000, G=000, B=000
       (9, 43): R=000, G=000, B=000
       (10, 43): R=000, G=000, B=000
       (11, 43): R=000, G=000, B=000
       (12, 43): R=000, G=000, B=000
       (13, 43): R=000, G=000, B=000
       (14, 43): R=000, G=000, B=000
       (15, 43): R=000, G=000, B=253
       (16, 43): R=000, G=000, B=251
       (17, 43): R=000, G=000, B=253
       (18, 43): R=000, G=252, B=000
       (19, 43): R=000, G=252, B=000
       (20, 43): R=000, G=254, B=251
       (21, 43): R=000, G=000, B=250
       (22, 43): R=000, G=252, B=253
       (23, 43): R=000, G=252, B=253
       (24, 43): R=000, G=252, B=250
       (25, 43): R=000, G=253, B=250
       (26, 43): R=000, G=253, B=253
       (27, 43): R=253, G=252, B=250
       (28, 43): R=000, G=000, B=251
       (29, 43): R=000, G=254, B=246
       (30, 43): R=000, G=240, B=236
       (31, 43): R=000, G=234, B=227
       (32, 43): R=233, G=102, B=92
       (33, 43): R=192, G=24, B=15
       (34, 43): R=205, G=21, B=13
       (35, 43): R=229, G=30, B=25
       (36, 43): R=235, G=24, B=17
       (37, 43): R=242, G=28, B=18
       (38, 43): R=237, G=21, B=8
       (39, 43): R=239, G=23, B=8
       (40, 43): R=240, G=19, B=1
       (41, 43): R=247, G=21, B=5
       (42, 43): R=254, G=21, B=7
       (43, 43): R=252, G=19, B=5
       (44, 43): R=250, G=20, B=5
       (45, 43): R=246, G=25, B=7
       (46, 43): R=237, G=31, B=10
       (47, 43): R=229, G=32, B=13
       (48, 43): R=220, G=28, B=17
       (49, 43): R=194, G=19, B=14
       (50, 43): R=199, G=55, B=55
       (51, 43): R=000, G=192, B=192
       (52, 43): R=000, G=241, B=235
       (53, 43): R=000, G=251, B=247
       (54, 43): R=000, G=250, B=251
       (55, 43): R=000, G=252, B=253
       (56, 43): R=000, G=000, B=253
       (57, 43): R=254, G=000, B=251
       (58, 43): R=254, G=000, B=248
       (59, 43): R=254, G=000, B=248
       (60, 43): R=000, G=000, B=251
       (61, 43): R=000, G=000, B=000
       (62, 43): R=254, G=000, B=000
       (63, 43): R=254, G=000, B=000
       (64, 43): R=000, G=000, B=000
       (65, 43): R=000, G=000, B=000
       (66, 43): R=000, G=000, B=000
       (67, 43): R=000, G=000, B=000
       (68, 43): R=000, G=000, B=000
       (69, 43): R=000, G=000, B=000
       (70, 43): R=000, G=000, B=000
       (71, 43): R=000, G=000, B=000
       (72, 43): R=000, G=000, B=000
       (73, 43): R=000, G=000, B=000
       (74, 43): R=254, G=254, B=254
       (75, 43): R=000, G=000, B=000
       (76, 43): R=000, G=000, B=000
       (77, 43): R=000, G=000, B=000
       (78, 43): R=000, G=000, B=000
       (79, 43): R=224, G=224, B=224
       (80, 43): R=185, G=185, B=185
       (81, 43): R=000, G=000, B=000
       (82, 43): R=000, G=000, B=000
       (0, 44): R=000, G=000, B=000
       (1, 44): R=254, G=254, B=254
       (2, 44): R=186, G=186, B=186
       (3, 44): R=223, G=223, B=223
       (4, 44): R=000, G=000, B=000
       (5, 44): R=000, G=000, B=000
       (6, 44): R=000, G=000, B=000
       (7, 44): R=000, G=000, B=000
       (8, 44): R=000, G=000, B=000
       (9, 44): R=000, G=000, B=000
       (10, 44): R=000, G=000, B=000
       (11, 44): R=000, G=000, B=000
       (12, 44): R=000, G=000, B=000
       (13, 44): R=000, G=000, B=000
       (14, 44): R=000, G=000, B=000
       (15, 44): R=254, G=000, B=253
       (16, 44): R=252, G=000, B=250
       (17, 44): R=252, G=000, B=253
       (18, 44): R=000, G=254, B=000
       (19, 44): R=000, G=253, B=000
       (20, 44): R=254, G=000, B=253
       (21, 44): R=254, G=000, B=250
